price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
0.3087885985748218,0,7,0.27411167512690354,0.4919177272971376,0,2,0,0.3130434782608696,0.0,0.6695652173913044,0.0,0.29776142287641827,0.5655364222735073
0.4323040380047506,3,3,0.38578680203045684,0.23253316148434564,2,0,0,0.4405797101449275,0.0,0.0,0.0,0.2946948788715118,0.248476241197704
0.5463182897862233,2,2,0.6751269035532995,0.24058858278287953,1,0,4,0.48985507246376814,0.2012448132780083,0.6869565217391305,0.0,0.5338853112542165,0.19817740694715663
0.30403800475059384,0,3,0.40609137055837563,0.72606197304119,1,0,0,0.463768115942029,0.0,0.8173913043478261,0.0,0.45722171113155474,0.7909935499141961
0.38954869358669836,2,0,0.33248730964467005,0.2029966167230546,2,2,0,0.37971014492753624,0.0,0.1391304347826087,0.0,0.37135847899417357,0.21592993668264393
0.10831353919239906,1,0,0.23096446700507614,0.5010472047688094,0,2,0,0.263768115942029,0.0,0.1826086956521739,0.0,0.2026985587243177,0.2629741404816853
0.14726840855106887,0,0,0.2436548223350254,0.4969657913108856,0,2,0,0.2782608695652174,0.0,0.6,0.0,0.27016252683226005,0.4851766376708681
0.29453681710213775,2,7,0.33756345177664976,0.23951452660974168,0,2,0,0.16521739130434782,0.15767634854771784,0.40869565217391307,0.0,0.3069610548911377,0.25616900408308185
,0,8,0.700507614213198,,0,0,4,0.591304347826087,0.14937759336099585,0.591304347826087,0.0,,
0.1995249406175772,3,6,0.5025380710659898,0.31040223403684014,1,0,2,0.5739130434782609,0.0,0.8260869565217391,0.0,0.5645507513032813,0.37599857979762114
0.16883610451306413,1,5,0.19796954314720813,0.48993072337683263,0,0,0,0.22608695652173913,0.0,0.7391304347826086,0.0,0.25176326280282124,0.45771939167998105
0.24133016627078385,0,1,0.5482233502538071,0.3211427957682187,1,2,2,0.6260869565217392,0.0,0.7391304347826086,0.0,0.5522845752836553,0.36771406592106043
0.1501187648456057,0,3,0.3604060913705584,0.22431663175984104,2,1,1,0.4115942028985507,0.0,0.3565217391304348,0.0,0.19349892670959828,0.23989585182555181
0.8190023752969121,0,7,0.5482233502538071,0.11658879759411417,1,0,2,0.42318840579710143,0.14522821576763487,0.13043478260869565,0.0,0.4173566390677706,0.17290963962364636
0.5624703087885986,0,0,0.2817258883248731,0.05697867998496321,2,1,2,0.3217391304347826,0.0,0.0782608695652174,0.0,0.44802207911683534,0.1899520681697142
0.34489311163895486,0,7,0.31218274111675126,0.31469845872939156,0,0,0,0.14492753623188406,0.15145228215767634,0.41739130434782606,0.0,0.34375958295001535,0.3304337534765371
0.6118764845605701,2,6,0.5786802030456852,0.3572847859943075,1,0,2,0.6608695652173913,0.0,0.9130434782608695,0.0,0.6841459674946335,0.31806615776081426
0.4802850356294537,0,6,0.5152284263959391,0.18581171795284893,1,0,2,0.5884057971014492,0.0,0.8956521739130435,0.0,0.6688132474701012,0.19699390496479083
0.19477434679334918,1,5,0.22842639593908629,0.0400085924493851,3,0,0,0.2608695652173913,0.0,0.9130434782608695,0.0,0.3038945108862312,0.06538848452571158
0.5819477434679335,2,7,0.5177664974619289,0.24058858278287953,2,2,0,0.3536231884057971,0.17012448132780084,0.25217391304347825,0.0,0.3253603189205765,0.2573525060654477
0.43705463182897863,0,0,0.20304568527918782,0.13318296546909403,2,2,2,0.2318840579710145,0.0,0.25217391304347825,0.0,0.3590923029745477,0.26208651399491095
0.23515439429928742,2,8,0.44923857868020306,0.3296815423446646,0,0,0,0.28695652173913044,0.16182572614107885,0.7043478260869566,0.0,0.49708678319533883,0.47748387478549026
0.5900237529691211,0,6,0.5101522842639594,0.1364051339885076,2,0,2,0.3536231884057971,0.16390041493775934,0.2608695652173913,0.9935483870967742,0.36522539098436063,0.15462453399609444
0.4513064133016627,2,0,0.3477157360406091,,0,3,5,0.1855072463768116,0.15145228215767634,0.28695652173913044,0.0,0.5400183992640294,0.6400378720634357
0.5368171021377672,2,3,0.5253807106598984,0.2942913914397723,1,2,2,0.6,0.0,0.034782608695652174,0.0,0.4081570070530512,0.23959997632996036
0.15676959619952494,2,0,0.23604060913705585,0.4057247194028248,0,4,0,0.17391304347826086,0.06846473029045644,0.6,0.0,0.2732290708371665,0.42304278359666253
0.503562945368171,2,6,0.5913705583756346,0.37769185328392674,1,0,2,0.6753623188405797,0.0,0.8347826086956521,0.0,0.681079423489727,0.6647138883957631
0.5225653206650831,2,6,0.5786802030456852,0.26851404328446377,1,0,4,0.6608695652173913,0.0,0.8695652173913043,0.0,0.63508126341613,0.29694064737558434
0.665083135391924,2,1,0.9974619289340102,,0,0,2,0.6695652173913044,0.3360995850622407,0.7304347826086957,0.0,0.6166819993866912,
0.7477339667458432,3,8,0.8388324873096447,0.274904677514634,1,0,4,0.9579710144927536,0.0,0.991304347826087,0.0,0.9892670959828274,0.2951653944020356
0.5795724465558195,0,0,0.3248730964467005,0.09451694323613125,1,0,0,0.3710144927536232,0.0,0.19130434782608696,0.0,0.36215884697945416,0.11769927214628084
0.22232779097387173,0,0,0.2512690355329949,0.4906288598893722,0,2,1,0.1826086956521739,0.07468879668049792,0.5130434782608696,0.0,0.28856179086169886,0.48269128350789986
0.39239904988123514,0,6,0.7284263959390863,0.7025938456581279,1,0,2,0.8318840579710145,0.0,0.8956521739130435,0.0,0.8129408157007053,0.5077815255340553
0.12873159144893112,0,0,0.17766497461928935,0.4300520917243972,0,0,1,0.2028985507246377,0.0,0.5739130434782609,0.0,0.2542164980067464,0.4845848866796852
0.6745843230403801,2,6,0.5076142131979695,0.692551420439289,1,2,4,0.5797101449275363,0.0,0.7043478260869566,0.0,0.6994786875191659,0.7712882419078052
0.35629453681710216,0,7,0.2436548223350254,0.29230438751946725,0,2,0,0.2782608695652174,0.0,0.4608695652173913,0.0,0.17509966268015947,0.2632700159772768
,0,6,0.6251269035532995,,0,1,4,0.5434782608695652,0.12199170124481327,0.4608695652173913,0.0,0.6994786875191659,
0.14536817102137767,0,0,0.22842639593908629,0.46608667633317225,0,0,0,0.2608695652173913,0.0,0.4782608695652174,0.0,0.2425636307881018,0.5155926386176697
0.25653206650831356,3,6,0.7258883248730964,0.4625959937704742,0,2,2,0.391304347826087,0.3132780082987552,0.5739130434782609,0.0,0.4878871511806194,0.5019231907213445
0.498812351543943,0,7,0.28426395939086296,0.1911819988185382,0,2,0,0.20579710144927535,0.08506224066390042,0.43478260869565216,0.0,0.31002759889604414,0.20291141487661993
0.4845605700712589,1,7,0.4289340101522843,0.4312335535148488,0,0,0,0.2028985507246377,0.2053941908713693,0.7043478260869566,0.0,0.3314934069303895,0.36019882833303746
0.8028503562945368,3,1,0.6192893401015228,0.2942913914397723,2,0,2,0.5333333333333333,0.12448132780082988,0.23478260869565218,0.0,0.7148114075436982,0.3165276051837387
0.7695961995249406,2,6,0.6446700507614214,0.24058858278287953,1,0,4,0.736231884057971,0.0,0.8260869565217391,0.0,0.47562097516099355,0.2573525060654477
0.20665083135391923,2,6,0.49746192893401014,0.2134686644111487,1,0,0,0.5681159420289855,0.0,0.9391304347826087,0.0,0.5676172953081877,0.22776495650630216
0.21472684085510688,0,6,0.5406091370558376,0.22716288061865636,1,0,2,0.6173913043478261,0.0,0.8956521739130435,0.0,0.7025452315240723,0.2425587312858749
0.8323040380047506,3,9,0.751269035532995,0.7422802212555717,1,2,2,0.8579710144927536,0.0,0.591304347826087,0.0,0.7853419196565471,0.6150068051363986
0.33729216152019004,2,2,0.39593908629441626,0.5078137586595779,1,0,2,0.45217391304347826,0.0,0.7913043478260869,0.0,0.5737503833180007,0.4669507071424345
0.5463182897862233,0,1,0.4720812182741117,,0,2,2,0.37681159420289856,0.11618257261410789,0.5130434782608696,0.0,0.6657467034651947,
0.2033254156769596,0,7,0.24619289340101522,0.4231781322163149,0,0,0,0.2811594202898551,0.0,0.46956521739130436,0.0,0.2732290708371665,0.479259127759039
0.4085510688836104,0,7,0.5657360406091371,0.43875194672681384,1,1,2,0.6460869565217391,0.0,0.6347826086956522,0.0,0.6442808954308494,0.5236404520977572
0.4503562945368171,0,7,0.31725888324873097,0.028140271736211805,3,0,2,0.36231884057971014,0.0,0.991304347826087,0.0,0.36215884697945416,0.14432806674951182
0.332541567695962,0,1,0.3477157360406091,0.2942913914397723,0,0,0,0.23768115942028986,0.11410788381742738,0.6869565217391305,0.0,0.31922723091076355,0.20291141487661993
0.2305225653206651,0,8,0.6294416243654822,0.17662853767252026,2,1,0,0.4289855072463768,0.2074688796680498,0.21739130434782608,0.0,0.31922723091076355,0.19817740694715663
0.8551068883610451,2,6,0.616751269035533,0.5654368723484238,1,0,6,0.7043478260869566,0.0,0.7739130434782608,0.0,0.7209444955535111,0.61530268063199
0.2014251781472684,2,6,0.4949238578680203,0.2216851941356533,1,0,0,0.5652173913043478,0.0,0.9130434782608695,0.0,0.5587243176939589,0.23113793715604475
0.12256532066508313,0,0,0.1802030456852792,0.6202674399871113,0,2,0,0.20579710144927535,0.0,0.591304347826087,0.0,0.18736583869978535,0.7091543878335996
,3,1,0.7385786802030457,,0,0,2,0.37971014492753624,0.33195020746887965,0.5652173913043478,0.0,0.9172033118675254,
0.9168646080760094,3,9,,,0,2,3,0.8057971014492754,0.35269709543568467,0.6347826086956522,0.0,0.9601349279362159,
0.2375296912114014,0,3,0.24619289340101522,0.2734547016808979,0,2,0,0.2811594202898551,0.0,0.6260869565217392,0.0,0.380558111008893,0.24226285579028345
0.4712589073634204,2,3,0.6243654822335025,0.3913323666827775,2,1,0,0.5681159420289855,0.1037344398340249,0.1391304347826087,0.0,0.3406930389451089,0.42345700929049057
0.27078384798099764,2,6,0.5304568527918782,0.24058858278287953,1,0,2,0.6057971014492753,0.0,0.9130434782608695,0.0,0.6197485433915977,0.2573525060654477
0.260332541567696,0,7,0.38071065989847713,,0,1,0,0.2318840579710145,0.14522821576763487,0.5652173913043478,0.0,0.4725544311560871,
0.7197149643705463,2,4,0.7969543147208121,,1,2,6,0.6086956521739131,0.2157676348547718,0.7478260869565218,0.0,0.8712051517939282,
0.28978622327790976,2,7,0.3730964467005076,0.3641050426937329,0,0,0,0.17101449275362318,0.1825726141078838,0.48695652173913045,0.0,0.39282428702851885,0.40529025386117523
0.3847980997624703,0,0,0.19035532994923857,0.2438107513022931,0,0,0,0.21739130434782608,0.0,0.3565217391304348,0.0,0.1505673106409077,0.2609030120125451
0.3182897862232779,0,0,0.28426395939086296,0.2438107513022931,0,2,0,0.17971014492753623,0.1037344398340249,0.48695652173913045,0.0,0.224164366758663,0.29836084975442334
0.6128266033254157,2,6,0.8020304568527918,,1,0,6,0.9159420289855073,0.0,0.8869565217391304,0.0,0.9049371358478994,
0.2992874109263658,0,6,0.5228426395939086,0.2459588636485688,1,0,2,0.5971014492753624,0.0,0.8956521739130435,0.0,0.5982827353572524,0.2788330670453873
0.27078384798099764,2,6,0.4086294416243655,0.2883303796788572,1,0,0,0.4666666666666667,0.0,0.8,0.0,0.4510886231217418,0.34049352032664654
0.2660332541567696,1,0,0.43908629441624364,0.33295741367273507,0,0,0,0.20869565217391303,0.2095435684647303,0.41739130434782606,0.0,0.4050904630481447,0.3591336765489082
0.2669833729216152,0,5,0.35279187817258884,0.4399334085172655,0,0,2,0.4028985507246377,0.0,0.5565217391304348,0.0,0.44495553511192887,0.48204035741759865
0.22802850356294538,0,0,0.1700507614213198,0.3283389721282423,0,0,1,0.19420289855072465,0.0,0.45217391304347826,0.0,0.3590923029745477,0.3877152494230428
0.8218527315914489,0,5,0.46954314720812185,0.16540465066322968,1,0,4,0.4666666666666667,0.04979253112033195,0.21739130434782608,0.0,0.49708678319533883,0.24551748624178946
0.21852731591448932,3,1,0.6015228426395939,0.4231781322163149,2,1,0,0.6869565217391305,0.0,0.5304347826086957,0.0,0.36522539098436063,0.4446416947748387
0.3667458432304038,0,9,0.6294416243654822,0.3092207722463885,1,0,4,0.48985507246376814,0.16390041493775934,0.9217391304347826,0.0,0.4602882551364612,0.39635481389431326
0.1330166270783848,1,1,0.3350253807106599,0.08162826915847698,1,2,0,0.3826086956521739,0.0,0.6869565217391305,0.0,0.47562097516099355,0.08130658618853187
0.24703087885985747,1,7,0.18781725888324874,0.029321733526663445,1,0,0,0.13768115942028986,0.054979253112033194,0.9217391304347826,0.0,0.19349892670959828,0.026924670098822417
0.16009501187648456,2,6,0.4289340101522843,0.3696364319853928,1,0,0,0.48985507246376814,0.0,0.7652173913043478,0.0,0.48482060717571296,0.40588200485235815
0.9737577197149644,3,8,0.8197969543147208,0.31324848289565543,1,2,6,0.936231884057971,0.0,0.8782608695652174,0.0,0.6504139834406624,0.33132137996331146
0.07410926365795724,0,0,0.23096446700507614,0.5359540303957897,0,0,0,0.263768115942029,0.0,0.5391304347826087,0.0,0.29162833486660533,0.5828155512160483
0.33729216152019004,0,5,0.32741116751269034,0.24058858278287953,0,0,2,0.2898550724637681,0.06016597510373444,0.3391304347826087,0.0,0.3590923029745477,0.22776495650630216
0.5938242280285035,0,5,0.32741116751269034,0.24058858278287953,0,0,2,0.2898550724637681,0.06016597510373444,0.3391304347826087,0.0,0.3590923029745477,0.22776495650630216
0.7885985748218527,2,6,0.7639593908629442,0.5225283282315665,0,0,0,0.6086956521739131,0.1887966804979253,0.4,0.9880893300248139,0.47562097516099355,0.3191904846440618
0.16389548693586697,0,7,0.42385786802030456,0.8141882820471511,0,0,0,0.48405797101449277,0.0,0.5826086956521739,0.0,0.4142900950628641,0.8855553583052251
0.1178147268408551,2,5,0.22081218274111675,0.3157725149025294,0,2,0,0.25217391304347825,0.0,0.6521739130434783,0.0,0.2333639987733824,0.3401976448310551
0.22707838479809977,0,7,0.38578680203045684,,0,1,0,0.26666666666666666,0.12448132780082988,0.6956521739130435,0.0,0.38362465501379944,
0.34441805225653205,0,6,0.5152284263959391,,1,0,4,0.5884057971014492,0.0,0.8,0.0,0.6596136154553818,
0.7371306413301663,0,6,0.4517766497461929,0.6831534289243327,2,1,4,0.28405797101449276,0.16597510373443983,0.08695652173913043,0.0,0.5522845752836553,0.22776495650630216
0.45605700712589076,0,3,0.4289340101522843,0.15885290800708876,2,2,0,0.3333333333333333,0.11203319502074689,0.25217391304347825,0.0,0.37135847899417357,0.16728800520740872
0.5937767220902613,0,1,0.48223350253807107,,1,2,2,0.5507246376811594,0.0,0.7217391304347827,0.0,0.6657467034651947,
0.9624703087885986,0,6,0.6675126903553299,0.4077654261317867,1,0,2,0.7623188405797101,0.0,0.43478260869565216,0.9975186104218362,0.6044158233670653,0.4415645896206876
0.2042755344418052,0,0,0.233502538071066,,0,0,0,0.26666666666666666,0.0,0.46956521739130436,0.0,0.380558111008893,0.8437777383277117
0.2850356294536817,0,6,0.5203045685279187,0.5093711401106278,0,2,2,0.3391304347826087,0.1825726141078838,0.6782608695652174,0.0,0.5676172953081877,0.44446416947748385
0.3657957244655582,0,0,0.350253807106599,0.18715428816927127,2,2,0,0.25507246376811593,0.1037344398340249,0.3391304347826087,0.0,0.2578963508126342,0.1984732824427481
0.10783847980997625,1,7,0.24111675126903553,0.1059556414800494,0,2,2,0.2753623188405797,0.0,0.7391304347826086,0.0,0.2670959828273536,0.25534055269542577
0.5748218527315915,2,6,0.7233502538071066,,1,2,6,0.8260869565217391,0.0,0.7913043478260869,0.0,0.7945415516712665,
0.3752969121140142,3,7,0.4416243654822335,0.6348746039417862,1,2,0,0.5043478260869565,0.0,0.3652173913043478,0.0,0.6442808954308494,0.5196757204568317
0.4966745843230404,2,6,0.5126903553299492,0.48891037001235166,1,0,2,0.5855072463768116,0.0,0.7304347826086957,0.0,0.4725544311560871,0.5316882655778449
0.47030878859857483,0,7,0.24619289340101522,0.15079748670855486,0,1,1,0.11884057971014493,0.11618257261410789,0.043478260869565216,0.0,0.30082796688132474,0.1707201609562696
0.1876484560570071,0,7,0.31725888324873097,0.6487299285752645,0,2,0,0.25217391304347825,0.07883817427385892,0.6956521739130435,0.0,0.3498926709598283,0.6512219657967927
0.24223277909738716,0,7,0.4543147208121827,0.29262660437140864,0,0,0,0.2289855072463768,0.2074688796680498,0.6173913043478261,0.0,0.5185525912296841,0.2869400556245932
0.3847980997624703,2,6,0.7461928934010152,0.8405026582890285,1,0,4,0.6463768115942029,0.14730290456431536,0.8782608695652174,0.0,0.68721251149954,0.4654713296644772
0.6323040380047505,0,10,,0.31308737446968476,1,0,2,0.7217391304347827,0.33195020746887965,0.0,0.9920595533498759,0.43882244710211593,0.33723888987514056
0.4213776722090261,0,10,0.3299492385786802,0.031255034638311585,3,0,2,0.37681159420289856,0.0,0.9565217391304348,0.0,0.37442502299908004,0.14882537428250192
0.12391923990498813,1,0,0.14974619289340102,0.33617958219214866,0,2,1,0.17101449275362318,0.0,0.391304347826087,0.0,0.2425636307881018,0.3626841824960057
0.09197149643705463,2,3,0.3248730964467005,0.4876215026045862,0,0,1,0.3710144927536232,0.0,0.43478260869565216,0.0,0.4541551671266483,0.4940529025386117
0.43705463182897863,2,0,0.3350253807106599,0.13221631491326996,2,2,0,0.3826086956521739,0.0,0.21739130434782608,0.0,0.37135847899417357,0.20054441091188827
0.5558194774346793,0,6,0.5355329949238579,0.31974652274313947,0,0,2,0.3681159420289855,0.17427385892116182,0.5565217391304348,0.0,0.5952161913523459,0.6038818865021599
0.3007125890736342,0,3,0.29441624365482233,0.4624885881531604,0,0,0,0.336231884057971,0.0,0.7565217391304347,0.0,0.36215884697945416,0.500207112846914
0.30403800475059384,1,0,0.1218274111675127,0.2942913914397723,0,0,1,0.1391304347826087,0.0,0.4608695652173913,0.0,0.40202391904323825,0.3165276051837387
0.3515439429928741,2,7,0.4593908629441624,0.20836689758874388,2,1,0,0.4144927536231884,0.07883817427385892,0.20869565217391303,0.0,0.44495553511192887,0.22184744659447306
0.6603325415676959,0,1,0.6649746192893401,0.5200579990333495,1,0,4,0.7594202898550725,0.0,0.782608695652174,0.0,0.7056117755289788,0.7894549973371205
,2,8,0.6243654822335025,0.927393802695881,2,0,2,0.48985507246376814,0.15975103734439833,0.12173913043478261,0.9885856079404467,0.8160073597056118,0.6286762530327238
0.3515439429928741,0,1,0.4593908629441624,0.41249127329359325,0,0,2,0.3855072463768116,0.0995850622406639,0.5826086956521739,0.0,0.6933455995093529,0.4770104739925439
0.17577197149643706,2,1,0.4746192893401015,0.4452499865742978,0,0,2,0.3101449275362319,0.16597510373443983,0.6782608695652174,0.0,0.5185525912296841,0.45854784306763713
0.7102137767220903,3,10,0.5152284263959391,0.23844047043660382,1,1,0,0.4144927536231884,0.12448132780082988,0.22608695652173913,0.0,0.3989573750383318,0.254985502100716
0.33729216152019004,2,6,0.4517766497461929,0.20353364480962355,1,0,0,0.5159420289855072,0.0,0.9043478260869565,0.0,0.4817540631708065,0.1832652819693473
0.130166270783848,0,7,0.19543147208121828,0.39498415767144623,0,2,0,0.22318840579710145,0.0,0.7478260869565218,0.0,0.3130941429009506,0.4159417717024676
0.5562945368171022,2,1,0.4365482233502538,0.4877826110305569,0,0,2,0.3333333333333333,0.11825726141078838,0.7478260869565218,0.0,0.5093529592149647,0.5409787561394165
0.6736342042755344,0,10,0.9289340101522843,,2,0,4,0.6289855072463768,0.3091286307053942,0.7739130434782608,0.0,0.6381478074210365,
0.359378622327791,0,6,0.4365482233502538,0.0948928628967295,1,0,2,0.3188405797101449,0.12863070539419086,0.991304347826087,0.0,0.3958908310334253,0.059826025208592225
0.5700712589073634,2,10,0.46954314720812185,0.09440953761881746,3,0,4,0.5362318840579711,0.0,0.9130434782608695,0.0,0.3498926709598283,0.09669211195928754
0.1178147268408551,0,7,0.2614213197969543,0.9059663820417808,0,2,0,0.2985507246376812,0.0,0.48695652173913045,0.0,0.35295921496473476,
0.1377672209026128,2,7,0.43908629441624364,0.39310455936845495,0,0,0,0.20869565217391303,0.2095435684647303,0.591304347826087,0.0,0.4142900950628641,0.4431623172968815
0.35819477434679337,2,1,0.583756345177665,0.5092100316846571,0,2,2,0.30434782608695654,0.25933609958506226,0.591304347826087,0.0,0.35295921496473476,0.5790283448724777
0.2921615201900237,1,0,0.22842639593908629,0.2105150099350196,0,0,1,0.2608695652173913,0.0,0.7043478260869566,0.0,0.2026985587243177,0.29966270193502575
0.42275534441805224,0,1,0.2233502538071066,0.039149347510874816,3,0,2,0.25507246376811593,0.0,0.991304347826087,0.0,0.29162833486660533,0.038996390318953786
0.5605700712589073,1,0,0.20812182741116753,0.14392352720047258,0,0,0,0.23768115942028986,0.0,0.21739130434782608,0.0,0.23643054277828887,0.17450736729984023
0.4301187648456057,3,6,0.6421319796954315,0.47553837065678534,0,2,2,0.3652173913043478,0.26348547717842324,0.591304347826087,0.0,0.7424103035878565,0.5162435647079708
0.12351543942992874,0,0,0.3350253807106599,0.4327909349658987,0,2,0,0.20869565217391303,0.12448132780082988,0.5391304347826087,0.0,0.37135847899417357,0.4691401858098112
0.32779097387173395,0,0,0.19543147208121828,0.40690618119327643,0,2,0,0.18840579710144928,0.024896265560165973,0.2,0.0,0.3560257589696412,0.4313272974732233
0.40380047505938244,2,1,0.4416243654822335,0.42946136082917136,0,2,2,0.3159420289855073,0.13485477178423236,0.5304347826086957,0.0,0.5614842072983748,0.4836380850937925
0.8042755344418052,2,6,0.8578680203045685,,1,2,4,0.9797101449275363,0.0,0.8173913043478261,0.0,0.7485433915976695,
0.7743467933491687,2,0,0.5736040609137056,0.18688577412598678,1,0,2,0.6028985507246377,0.03734439834024896,0.043478260869565216,0.0,0.5522845752836553,0.19817740694715663
0.33729216152019004,1,6,0.5406091370558376,,1,0,0,0.6173913043478261,0.0,0.9304347826086956,0.0,0.4725544311560871,
0.17387173396674585,3,3,0.5,0.6433596477095752,0,2,2,0.24347826086956523,0.23443983402489627,0.5217391304347826,0.0,0.2946948788715118,
0.4142517814726841,0,0,0.2893401015228426,0.15761774340798024,0,0,0,0.2,0.09336099585062241,0.40869565217391307,0.0,0.32229377491567,0.23362329131901297
0.43436579572446554,0,3,0.2715736040609137,0.1380162182482144,1,0,2,0.3101449275362319,0.0,0.782608695652174,0.0,0.3376264949402024,0.14432806674951182
0.46080760095011875,0,0,0.20812182741116753,0.24058858278287953,2,0,0,0.23768115942028986,0.0,0.40869565217391307,0.0,0.3130941429009506,0.2573525060654477
0.1975771971496437,0,0,0.2436548223350254,0.41243757048493634,0,2,0,0.2782608695652174,0.0,0.46956521739130436,0.0,0.39282428702851885,0.47233564116219895
,2,9,,,1,0,7,0.9420289855072463,0.34024896265560167,0.9217391304347826,0.0,0.8466727997546765,0.53843422687733
0.26128266033254155,4,0,0.10406091370558376,0.2459588636485688,0,0,0,0.11884057971014493,0.0,0.3652173913043478,0.0,0.18736583869978535,0.2632700159772768
0.1330166270783848,0,0,0.22588832487309646,0.3839213790881263,0,2,0,0.2579710144927536,0.0,0.5826086956521739,0.0,0.2425636307881018,0.4152908456121664
0.5463182897862233,3,10,0.9314720812182741,,1,0,4,0.6405797101449275,0.3029045643153527,0.8347826086956521,0.0,0.68721251149954,0.7706964909166223
0.2327790973871734,2,8,0.5964467005076142,0.37484560442511144,0,0,2,0.3855072463768116,0.21161825726141079,0.5826086956521739,0.0,0.48482060717571296,0.42748091603053434
0.1634204275534442,0,3,0.24873096446700507,0.35862735621072983,2,0,0,0.28405797101449276,0.0,0.1391304347826087,0.9990074441687344,0.2333639987733824,0.38741937392745135
0.2327790973871734,2,7,0.3730964467005076,0.5724719402824767,0,2,2,0.4260869565217391,0.0,0.591304347826087,0.0,0.4081570070530512,0.6230546186164861
0.171021377672209,3,1,0.44923857868020306,0.43563718382471406,0,0,0,0.2144927536231884,0.21369294605809128,0.5391304347826087,0.0,0.18736583869978535,0.6526421681756317
0.34489311163895486,0,7,0.37817258883248733,0.4908436711239998,0,0,0,0.4318840579710145,0.0,0.5391304347826087,0.0,0.24563017479300828,0.5331084679566839
0.7838479809976246,0,6,0.7893401015228426,0.8637022716288062,1,0,6,0.9014492753623189,0.0,0.8695652173913043,0.0,0.9202698558724318,0.7071424344635777
0.3477434679334917,0,8,0.41116751269035534,0.363030986520595,0,0,0,0.25217391304347825,0.15560165975103735,0.6869565217391305,0.0,0.40202391904323825,0.443872418486301
0.32779097387173395,0,3,0.43908629441624364,,0,2,0,0.20869565217391303,0.2095435684647303,0.6521739130434783,0.0,0.524685679239497,
0.28028503562945367,0,7,0.32741116751269034,0.34799420009666504,0,0,0,0.2579710144927536,0.08298755186721991,0.6608695652173913,0.0,0.380558111008893,0.40529025386117523
0.18522565320665083,1,7,0.26649746192893403,0.36141990226088827,0,1,5,0.11884057971014493,0.13278008298755187,0.4260869565217391,0.0,0.43882244710211593,0.53843422687733
0.6955819477434679,2,6,0.6065989847715736,0.21368347564577628,1,0,4,0.6927536231884058,0.0,0.8608695652173913,0.0,0.7730757436369212,0.22776495650630216
0.5491686460807601,0,6,0.6065989847715736,0.4956769239031201,0,2,2,0.3826086956521739,0.22199170124481327,0.6869565217391305,0.0,0.6381478074210365,0.479259127759039
0.28171021377672206,0,3,0.27411167512690354,0.4197411524622738,0,1,0,0.3130434782608696,0.0,0.5565217391304348,0.0,0.4204231830726771,0.39274513284809753
0.1985748218527316,0,7,0.3223350253807107,,0,0,0,0.3681159420289855,0.0,0.46956521739130436,0.0,0.20576510272922416,0.43014379549085746
0.18717339667458432,0,7,0.4746192893401015,0.35551259330863005,0,2,0,0.4,0.1016597510373444,0.6782608695652174,0.0,0.4694878871511806,0.39641398899343155
